PROVINCE,ZS,AS_,OFFICIEL
HAUT  LOMAMI,Kinkondja,Nyonga,oui
HAUT  LOMAMI,Kinkondja,Q.82,oui
HAUT  LOMAMI,Kinkondja,Yolo,oui
HAUT  LOMAMI,Kabongo,Bukunga,oui
HAUT  LOMAMI,Kabongo,Buleya,oui
HAUT  LOMAMI,Kabongo,Bushimbi,oui
HAUT  LOMAMI,Kabongo,Djombo,oui
HAUT  LOMAMI,Kabongo,Elisabeth,oui
HAUT  LOMAMI,Kabongo,Kabunda,oui
HAUT  LOMAMI,Kabongo,Kahungwe,oui
HAUT  LOMAMI,Kabongo,Kaloba,oui
HAUT  LOMAMI,Kabongo,Kambo,oui
HAUT  LOMAMI,Kabongo,Kampako,oui
HAUT  LOMAMI,Kabongo,Kamungu,oui
HAUT  LOMAMI,Kabongo,Kamusenga,oui
HAUT  LOMAMI,Kabongo,Kamwenze,oui
HAUT  LOMAMI,Kabongo,Kasele,oui
HAUT  LOMAMI,Kabongo,Kavula,oui
HAUT  LOMAMI,Kabongo,Kihumba,oui
HAUT  LOMAMI,Kabongo,Kimabwe,oui
HAUT  LOMAMI,Kabongo,Kime,oui
HAUT  LOMAMI,Kabongo,Kina,oui
HAUT  LOMAMI,Kabongo,Kyondo,oui
HAUT  LOMAMI,Kabongo,Lenge,oui
HAUT  LOMAMI,Kabongo,Lubyay,oui
HAUT  LOMAMI,Kabongo,Lukaya,oui
HAUT  LOMAMI,Kabongo,Lwakidi,oui
HAUT  LOMAMI,Kabongo,Mpasu,oui
HAUT  LOMAMI,Kabongo,Mwambay,oui
HAUT  LOMAMI,Kabongo,Mwanya,oui
HAUT  LOMAMI,Kabongo,Ngonzo,oui
HAUT  LOMAMI,Kabongo,Ngoya,oui
HAUT  LOMAMI,Kabongo,Nsele,oui
HAUT  LOMAMI,Kabongo,Nyembo,oui
HAUT  LOMAMI,Kabongo,Nyundo,oui
HAUT  LOMAMI,Kayamba,Kafuku,oui
HAUT  LOMAMI,Kayamba,Kahako,oui
HAUT  LOMAMI,Kayamba,Kalamba,oui
HAUT  LOMAMI,Kayamba,Kamayi,oui
HAUT  LOMAMI,Kayamba,Kayi,oui
HAUT  LOMAMI,Kayamba,Kibila,oui
HAUT  LOMAMI,Kayamba,Kisaho,oui
HAUT  LOMAMI,Kayamba,Lufwishi,oui
HAUT  LOMAMI,Kayamba,Lwamba Sakadi,oui
HAUT  LOMAMI,Kayamba,Mombela,oui
HAUT  LOMAMI,Kayamba,Mudindwa,oui
HAUT  LOMAMI,Kayamba,Mwala,oui
HAUT  LOMAMI,Kayamba,Nsulo A Lowa,oui
HAUT  LOMAMI,Kitenge,Anuarite,oui
HAUT  LOMAMI,Kitenge,Bekisha,oui
HAUT  LOMAMI,Kitenge,Budi,oui
HAUT  LOMAMI,Kitenge,Fwila,oui
HAUT  LOMAMI,Kitenge,Kabulo Kis,oui
HAUT  LOMAMI,Kitenge,Kaloko,oui
HAUT  LOMAMI,Kitenge,Kalulu,oui
HAUT  LOMAMI,Kitenge,Kalungu,oui
HAUT  LOMAMI,Kitenge,Kamunza,oui
HAUT  LOMAMI,Kitenge,Kansele,oui
HAUT  LOMAMI,Kitenge,Kasenda,oui
HAUT  LOMAMI,Kitenge,Kashukulu,oui
HAUT  LOMAMI,Kitenge,Kasongo Musule,oui
HAUT  LOMAMI,Kitenge,Kayambi,oui
HAUT  LOMAMI,Kitenge,Kayombo,oui
HAUT  LOMAMI,Kitenge,Kibula,oui
HAUT  LOMAMI,Kitenge,Kileo,oui
HAUT  LOMAMI,Kitenge,Kitenge,oui
HAUT  LOMAMI,Kitenge,Komba Komba,oui
HAUT  LOMAMI,Kitenge,Kyunga,oui
HAUT  LOMAMI,Kitenge,Lubonge,oui
HAUT  LOMAMI,Kitenge,Lulenge,oui
HAUT  LOMAMI,Kitenge,Makwidi,oui
HAUT  LOMAMI,Kitenge,Mwadi Ngoy,oui
HAUT  LOMAMI,Kitenge,Mwine Ngoy,oui
HAUT  LOMAMI,Kitenge,Nkombe,oui
HAUT  LOMAMI,Kitenge,Sohe,oui
HAUT  LOMAMI,Baka (FAC),Kalunga,oui
HAUT  LOMAMI,Baka (FAC),Lumwe,oui
HAUT  LOMAMI,Baka (FAC),Ntobo,oui
HAUT  LOMAMI,Baka (FAC),Tabora,oui
HAUT  LOMAMI,Kamina,Busangu,oui
HAUT  LOMAMI,Kamina,Centre Urbain,oui
HAUT  LOMAMI,Kamina,Congo,oui
HAUT  LOMAMI,Kamina,Kasanya,oui
HAUT  LOMAMI,Kamina,Katuba I,oui
HAUT  LOMAMI,Kamina,Katuba II,oui
HAUT  LOMAMI,Kamina,Kibula,oui
HAUT  LOMAMI,Kamina,Kingo,oui
HAUT  LOMAMI,Kamina,Kinkunki,oui
HAUT  LOMAMI,Kamina,Kyabukwa,oui
HAUT  LOMAMI,Kamina,Luvwa,oui
HAUT  LOMAMI,Kamina,Lwembe,oui
HAUT  LOMAMI,Kamina,Mwitobwe,oui
HAUT  LOMAMI,Kamina,Nsungu,oui
HAUT  LOMAMI,Kamina,Pmi Hgr,oui
HAUT  LOMAMI,Kamina,Pmi Sncc,oui
HAUT  LOMAMI,Kamina,Q.14,oui
HAUT  LOMAMI,Kamina,Q.52,oui
HAUT  LOMAMI,Kamina,Q.53,oui
HAUT  LOMAMI,Kamina,Q.82,oui
HAUT  LOMAMI,Kinda,Kalalo,oui
HAUT  LOMAMI,Kinda,Kamishipa,oui
HAUT  LOMAMI,Kinda,Kanene,oui
HAUT  LOMAMI,Kinda,Katula,oui
HAUT  LOMAMI,Kinda,Kavwaya,oui
HAUT  LOMAMI,Kinda,Kinda,oui
HAUT  LOMAMI,Kinda,Luabo,oui
HAUT  LOMAMI,Kinda,Lupweji,oui
HAUT  LOMAMI,Kinda,Mpweji,oui
HAUT  LOMAMI,Kinda,Sokele,oui
HAUT  LOMAMI,Songa,Bulundu,oui
HAUT  LOMAMI,Songa,Dikuluyi,oui
HAUT  LOMAMI,Songa,Grelka,oui
HAUT  LOMAMI,Songa,Kabulo,oui
HAUT  LOMAMI,Songa,Kafumbe,oui
HAUT  LOMAMI,Songa,Kafungo,oui
HAUT  LOMAMI,Songa,Kala,oui
HAUT  LOMAMI,Songa,Kamome,oui
HAUT  LOMAMI,Songa,Kantengu,oui
HAUT  LOMAMI,Songa,Kasolo,oui
HAUT  LOMAMI,Songa,Katongola,oui
HAUT  LOMAMI,Songa,Kaumpunga,oui
HAUT  LOMAMI,Songa,Kazumba Lulu,oui
HAUT  LOMAMI,Songa,Kikadie,oui
HAUT  LOMAMI,Songa,Kilubi,oui
HAUT  LOMAMI,Songa,Kimungu,oui
HAUT  LOMAMI,Songa,Kipasa,oui
HAUT  LOMAMI,Songa,Kipukwe,oui
HAUT  LOMAMI,Songa,Kole,oui
HAUT  LOMAMI,Songa,Lubinda,oui
HAUT  LOMAMI,Songa,Lukanvwe,oui
HAUT  LOMAMI,Songa,Lusenja,oui
HAUT  LOMAMI,Songa,Mande,oui
HAUT  LOMAMI,Songa,Muleba,oui
HAUT  LOMAMI,Songa,Mwale,oui
HAUT  LOMAMI,Songa,Ngoy A Ilunga,oui
HAUT  LOMAMI,Songa,Samba,oui
HAUT  LOMAMI,Songa,Seya,oui
HAUT  LOMAMI,Songa,Songa,oui
HAUT  LOMAMI,Kaniama,Kalundwe,oui
HAUT  LOMAMI,Kaniama,Kaniama I,oui
HAUT  LOMAMI,Kaniama,Kaniama II,oui
HAUT  LOMAMI,Kaniama,Kaniama III,oui
HAUT  LOMAMI,Kaniama,Kaniama IV,oui
HAUT  LOMAMI,Kaniama,Kansenji,oui
HAUT  LOMAMI,Kaniama,Kapata,oui
HAUT  LOMAMI,Kaniama,Kasengayi,oui
HAUT  LOMAMI,Kaniama,Kasese,oui
HAUT  LOMAMI,Kaniama,Kayeye,oui
HAUT  LOMAMI,Kaniama,Kayeye,oui
HAUT  LOMAMI,Kaniama,Kayeye,oui
HAUT  LOMAMI,Kaniama,Kimanda,oui
HAUT  LOMAMI,Kaniama,Kimpanga,oui
HAUT  LOMAMI,Kaniama,Kisamba,oui
HAUT  LOMAMI,Kaniama,Maniamuna,oui
HAUT  LOMAMI,Kaniama,Mpanda,oui
HAUT  LOMAMI,Kaniama,Muleba,oui
HAUT  LOMAMI,Kaniama,Musaka,oui
HAUT  LOMAMI,Kaniama,Musanji,oui
HAUT  LOMAMI,Kaniama,Mutoyo,oui
HAUT  LOMAMI,Kaniama,Mwadi Kayembe I,oui
HAUT  LOMAMI,Kaniama,Mwadi Kayembe II,oui
HAUT  LOMAMI,Kaniama,Ngombe,oui
HAUT  LOMAMI,Kaniama,Pastoral,oui
HAUT  LOMAMI,Kaniama,Tshiahona,oui
HAUT  LOMAMI,Kaniama,Tshibamba,oui
HAUT  LOMAMI,Lwamba,Kimbalama,oui
HAUT  LOMAMI,Lwamba,Nkunki,oui
HAUT  LOMAMI,Lwamba,Kilumba Ngoy,oui
HAUT  LOMAMI,Lwamba,Kabumbulu,oui
HAUT  LOMAMI,Lwamba,Banza Mbuyu,oui
HAUT  LOMAMI,Lwamba,Kyapwa,oui
HAUT  LOMAMI,Lwamba,Umba Nongo,oui
HAUT  LOMAMI,Lwamba,Lubinda,oui
HAUT  LOMAMI,Lwamba,Katshimpwe,oui
HAUT  LOMAMI,Lwamba,Kabwe Ndalewe,oui
HAUT  LOMAMI,Lwamba,Kisanga,oui
HAUT  LOMAMI,Lwamba,Kakongolo,oui
HAUT  LOMAMI,Lwamba,Kalongo,oui
HAUT  LOMAMI,Lwamba,Musao,oui
HAUT  LOMAMI,Lwamba,Kivukuta,oui
HAUT  LOMAMI,Lwamba,Kisula,oui
HAUT  LOMAMI,Malemba Nkulu,Butombe,oui
HAUT  LOMAMI,Malemba Nkulu,Kabala,oui
HAUT  LOMAMI,Malemba Nkulu,Kabozya,oui
HAUT  LOMAMI,Malemba Nkulu,Kabuya,oui
HAUT  LOMAMI,Malemba Nkulu,Kabwe Mulongo,oui
HAUT  LOMAMI,Malemba Nkulu,Kakombo Mushimba,oui
HAUT  LOMAMI,Malemba Nkulu,Kamete Mete,oui
HAUT  LOMAMI,Malemba Nkulu,Kimba Mulunda,oui
HAUT  LOMAMI,Malemba Nkulu,Lubondoy,oui
HAUT  LOMAMI,Malemba Nkulu,Manga,oui
HAUT  LOMAMI,Malemba Nkulu,Muko Mutombo,oui
HAUT  LOMAMI,Malemba Nkulu,Mutombo Lupisthi,oui
HAUT  LOMAMI,Malemba Nkulu,Ndala,oui
HAUT  LOMAMI,Malemba Nkulu,Nkole,oui
HAUT  LOMAMI,Malemba Nkulu,Nyoka,oui
HAUT  LOMAMI,Malemba Nkulu,Seya,oui
HAUT  LOMAMI,Malemba Nkulu,Songwe,oui
HAUT  LOMAMI,Malemba Nkulu,Sope,oui
HAUT  LOMAMI,Malemba Nkulu,Sope II,oui
HAUT  LOMAMI,Malemba Nkulu,Tuba,oui
HAUT  LOMAMI,Malemba Nkulu,Twite Mwanza,oui
HAUT  LOMAMI,Mukanga,Bangwe,oui
HAUT  LOMAMI,Mukanga,Benze,oui
HAUT  LOMAMI,Mukanga,Ilunga,oui
HAUT  LOMAMI,Mukanga,Kansonge,oui
HAUT  LOMAMI,Mukanga,Kantambo,oui
HAUT  LOMAMI,Mukanga,Kasenga I,oui
HAUT  LOMAMI,Mukanga,Kasenga II,oui
HAUT  LOMAMI,Mukanga,Kibindi,oui
HAUT  LOMAMI,Mukanga,Kimwenze,oui
HAUT  LOMAMI,Mukanga,Kina,oui
HAUT  LOMAMI,Mukanga,Kyamona,oui
HAUT  LOMAMI,Mukanga,Kyolo I,oui
HAUT  LOMAMI,Mukanga,Kyolo II,oui
HAUT  LOMAMI,Mukanga,Mukanga I,oui
HAUT  LOMAMI,Mukanga,Mukanga II,oui
HAUT  LOMAMI,Mukanga,Mukubu I,oui
HAUT  LOMAMI,Mukanga,Mukubu II,oui
HAUT  LOMAMI,Mukanga,Mwanza M,oui
HAUT  LOMAMI,Mukanga,Nambia,oui
HAUT  LOMAMI,Mukanga,Shele,oui
HAUT  LOMAMI,Mulongo,Bukena,oui
HAUT  LOMAMI,Mulongo,Kabamba,oui
HAUT  LOMAMI,Mulongo,Kabi,oui
HAUT  LOMAMI,Mulongo,Kafumbe,oui
HAUT  LOMAMI,Mulongo,Kala-Comune,oui
HAUT  LOMAMI,Mulongo,Kalume,oui
HAUT  LOMAMI,Mulongo,Kamudilo,oui
HAUT  LOMAMI,Mulongo,Kanunka,oui
HAUT  LOMAMI,Mulongo,Kaunga,oui
HAUT  LOMAMI,Mulongo,Kibambo,oui
HAUT  LOMAMI,Mulongo,Kipuzi,oui
HAUT  LOMAMI,Mulongo,Kiya,oui
HAUT  LOMAMI,Mulongo,Kongolo,oui
HAUT  LOMAMI,Mulongo,Kumbula,oui
HAUT  LOMAMI,Mulongo,Kyabo,oui
HAUT  LOMAMI,Mulongo,Kyadi,oui
HAUT  LOMAMI,Mulongo,Lumbwe,oui
HAUT  LOMAMI,Mulongo,Mpangwe II,oui
HAUT  LOMAMI,Mulongo,Mpemba,oui
HAUT  LOMAMI,Mulongo,Mulongo I,oui
HAUT  LOMAMI,Mulongo,Mulongo II,oui
HAUT  LOMAMI,Mulongo,Musumba,oui
HAUT  LOMAMI,Mulongo,Mwezi,oui
HAUT  LOMAMI,Mulongo,Ngoya,oui
HAUT-KATANGA,Kamalondo,Bumi,oui
HAUT-KATANGA,Kamalondo,Kamalondo,oui
HAUT-KATANGA,Kamalondo,Masikilisano,oui
HAUT-KATANGA,Kamalondo,Serkali,oui
HAUT-KATANGA,Kampemba,Circulaire,oui
HAUT-KATANGA,Kampemba,Cite Des Jeunes,oui
HAUT-KATANGA,Kampemba,Csr,oui
HAUT-KATANGA,Kampemba,Ecaset,oui
HAUT-KATANGA,Kampemba,Emmaus,oui
HAUT-KATANGA,Kampemba,Kabanga,oui
HAUT-KATANGA,Kampemba,Kawele,oui
HAUT-KATANGA,Kampemba,Lapofa,oui
HAUT-KATANGA,Kampemba,Maramba,oui
HAUT-KATANGA,Kampemba,Mubinbu,oui
HAUT-KATANGA,Kampemba,Njanja,oui
HAUT-KATANGA,Kampemba,Polyvalent,oui
HAUT-KATANGA,Kampemba,Sab,oui
HAUT-KATANGA,Kampemba,Safina,oui
HAUT-KATANGA,Kampemba,Savio,oui
HAUT-KATANGA,Kampemba,St Abraham,oui
HAUT-KATANGA,Kampemba,Suzanela,oui
HAUT-KATANGA,Kampemba,Vap,oui
HAUT-KATANGA,Kampemba,Werner,oui
HAUT-KATANGA,Tshiamilemba,Q.I,oui
HAUT-KATANGA,Tshiamilemba,Cimenkat,oui
HAUT-KATANGA,Tshiamilemba,Foire,oui
HAUT-KATANGA,Tshiamilemba,C.P.F,oui
HAUT-KATANGA,Tshiamilemba,Jesus Le Roc,oui
HAUT-KATANGA,Tshiamilemba,Kigoma Ouest,oui
HAUT-KATANGA,Tshiamilemba,Kigoma Est,oui
HAUT-KATANGA,Katuba,Banguelo,oui
HAUT-KATANGA,Katuba,Ceba,oui
HAUT-KATANGA,Katuba,Du Marche,oui
HAUT-KATANGA,Katuba,Golgotha,oui
HAUT-KATANGA,Katuba,Kafubu,oui
HAUT-KATANGA,Katuba,Kantumbwi,oui
HAUT-KATANGA,Katuba,Kayelele,oui
HAUT-KATANGA,Katuba,Kiubo,oui
HAUT-KATANGA,Katuba,Marungu,oui
HAUT-KATANGA,Katuba,Ngemena,oui
HAUT-KATANGA,Katuba,Sandoa,oui
HAUT-KATANGA,Katuba,Tango Apo,oui
HAUT-KATANGA,Katuba,Tingi Tingi,oui
HAUT-KATANGA,Katuba,Tudjikaze,oui
HAUT-KATANGA,Kisanga,Jamaa Yetu,oui
HAUT-KATANGA,Kisanga,Kasungami,oui
HAUT-KATANGA,Kisanga,Kiboko,oui
HAUT-KATANGA,Kisanga,Kilimasimba,oui
HAUT-KATANGA,Kisanga,Kimilolo,oui
HAUT-KATANGA,Kisanga,Maendeleo,oui
HAUT-KATANGA,Kisanga,Mama Wa Huruma,oui
HAUT-KATANGA,Kisanga,Mimbulu,oui
HAUT-KATANGA,Kisanga,Mutwale,oui
HAUT-KATANGA,Kisanga,Triangle,oui
HAUT-KATANGA,Kenya,Casop,oui
HAUT-KATANGA,Kenya,Fraternite,oui
HAUT-KATANGA,Kenya,Kalebuka,oui
HAUT-KATANGA,Kenya,Kasungami ,oui
HAUT-KATANGA,Kenya,Kenya I,oui
HAUT-KATANGA,Kenya,Kenya II,oui
HAUT-KATANGA,Kenya,Kilenge,oui
HAUT-KATANGA,Kenya,Kyubo,oui
HAUT-KATANGA,Kenya,Lubumbashi,oui
HAUT-KATANGA,Kenya,Mabila,oui
HAUT-KATANGA,Kenya,Moba,oui
HAUT-KATANGA,Kenya,Mosofi,oui
HAUT-KATANGA,Kenya,Upemba,oui
HAUT-KATANGA,Kowe (FAC),Dac Kipushi,oui
HAUT-KATANGA,Kowe (FAC),Dilala Kolwezi,oui
HAUT-KATANGA,Kowe (FAC),G.M.I Likasi,oui
HAUT-KATANGA,Kowe (FAC),Kamalondo,oui
HAUT-KATANGA,Kowe (FAC),Kasapa,oui
HAUT-KATANGA,Kowe (FAC),Prefabrique,oui
HAUT-KATANGA,Lubumbashi,Camp Assistant,oui
HAUT-KATANGA,Lubumbashi,Gambela I,oui
HAUT-KATANGA,Lubumbashi,Gambela II,oui
HAUT-KATANGA,Lubumbashi,Iringi,oui
HAUT-KATANGA,Lubumbashi,Kalubwe I,oui
HAUT-KATANGA,Lubumbashi,Kalubwe II,oui
HAUT-KATANGA,Lubumbashi,Kasapa,oui
HAUT-KATANGA,Lubumbashi,Kimbeimbe,oui
HAUT-KATANGA,Lubumbashi,Kiwele,oui
HAUT-KATANGA,Lubumbashi,Lumumba,oui
HAUT-KATANGA,Lubumbashi,Makutano,oui
HAUT-KATANGA,Lubumbashi,Rva,oui
HAUT-KATANGA,Lubumbashi,St Esprit,oui
HAUT-KATANGA,Lubumbashi,Tshamalale,oui
HAUT-KATANGA,Lubumbashi,Tshombe,oui
HAUT-KATANGA,Mumbunda,Gbadolite,oui
HAUT-KATANGA,Mumbunda,Kabulameshi,oui
HAUT-KATANGA,Mumbunda,Lido Golf,oui
HAUT-KATANGA,Mumbunda,Makomeno,oui
HAUT-KATANGA,Mumbunda,Mampala I,oui
HAUT-KATANGA,Mumbunda,Mampala II,oui
HAUT-KATANGA,Mumbunda,Munua,oui
HAUT-KATANGA,Mumbunda,Salama,oui
HAUT-KATANGA,Vangu (FAC),Buluo,oui
HAUT-KATANGA,Vangu (FAC),Genie,oui
HAUT-KATANGA,Vangu (FAC),Kakontwe,oui
HAUT-KATANGA,Vangu (FAC),Kasapa,oui
HAUT-KATANGA,Vangu (FAC),Kasolondo,oui
HAUT-KATANGA,Vangu (FAC),Kimbembe,oui
HAUT-KATANGA,Vangu (FAC),Marechal,oui
HAUT-KATANGA,Vangu (FAC),Mukaka,oui
HAUT-KATANGA,Vangu (FAC),Nzilo,oui
HAUT-KATANGA,Vangu (FAC),Q.G,oui
HAUT-KATANGA,Vangu (FAC),Vangu,oui
HAUT-KATANGA,Rwashi,Bendera,oui
HAUT-KATANGA,Rwashi,Congo I,oui
HAUT-KATANGA,Rwashi,Congo II,oui
HAUT-KATANGA,Rwashi,Kalukuluku,oui
HAUT-KATANGA,Rwashi,Kawama,oui
HAUT-KATANGA,Rwashi,Luwowoshi,oui
HAUT-KATANGA,Rwashi,Masangoshi,oui
HAUT-KATANGA,Rwashi,Polylumiere,oui
HAUT-KATANGA,Rwashi,Shindaika,oui
HAUT-KATANGA,Kambove,Dikula,oui
HAUT-KATANGA,Kambove,Disanga I,oui
HAUT-KATANGA,Kambove,Disanga II,oui
HAUT-KATANGA,Kambove,Disanga III,oui
HAUT-KATANGA,Kambove,Kambove,oui
HAUT-KATANGA,Kambove,Kiwewe,oui
HAUT-KATANGA,Kambove,Kyaba,oui
HAUT-KATANGA,Kambove,Mpande,oui
HAUT-KATANGA,Kambove,Mukumbi,oui
HAUT-KATANGA,Kambove,Mulungwishi,oui
HAUT-KATANGA,Kapolowe,Bungubungu,oui
HAUT-KATANGA,Kapolowe,Kapolowe Gare,oui
HAUT-KATANGA,Kapolowe,Kapulwa,oui
HAUT-KATANGA,Kapolowe,Katanga,oui
HAUT-KATANGA,Kapolowe,Katobyo,oui
HAUT-KATANGA,Kapolowe,Kibangu,oui
HAUT-KATANGA,Kapolowe,Kidimudilo,oui
HAUT-KATANGA,Kapolowe,Koni,oui
HAUT-KATANGA,Kapolowe,Kyembe,oui
HAUT-KATANGA,Kapolowe,Lupidi I,oui
HAUT-KATANGA,Kapolowe,Lupidi II,oui
HAUT-KATANGA,Kapolowe,Lwisha,oui
HAUT-KATANGA,Kapolowe,Meneka,oui
HAUT-KATANGA,Kapolowe,Mulandi,oui
HAUT-KATANGA,Kapolowe,Ndakata,oui
HAUT-KATANGA,Kilela Balanda,Ditengwa,oui
HAUT-KATANGA,Kilela Balanda,Kaluwe,oui
HAUT-KATANGA,Kilela Balanda,Kamikolo,oui
HAUT-KATANGA,Kilela Balanda,Kikuyo,oui
HAUT-KATANGA,Kilela Balanda,Lupaji,oui
HAUT-KATANGA,Kilela Balanda,Mission,oui
HAUT-KATANGA,Kilela Balanda,Mubambe,oui
HAUT-KATANGA,Kilela Balanda,Mwabesa,oui
HAUT-KATANGA,Kilela Balanda,Mwana Kulema,oui
HAUT-KATANGA,Kilela Balanda,Ngalu,oui
HAUT-KATANGA,Kilela Balanda,Shamalenge,oui
HAUT-KATANGA,Kikula,Kampemba,oui
HAUT-KATANGA,Kikula,Kapenda,oui
HAUT-KATANGA,Kikula,Kaponona,oui
HAUT-KATANGA,Kikula,Kibadi,oui
HAUT-KATANGA,Kikula,Kolomoni,oui
HAUT-KATANGA,Kikula,Kyubo,oui
HAUT-KATANGA,Kikula,Mafuta,oui
HAUT-KATANGA,Kikula,Musumba,oui
HAUT-KATANGA,Kikula,Okito,oui
HAUT-KATANGA,Kikula,Petwe,oui
HAUT-KATANGA,Likasi,Centre Ville,oui
HAUT-KATANGA,Likasi,Kamatanda,oui
HAUT-KATANGA,Likasi,Kampumpi,oui
HAUT-KATANGA,Likasi,Kitabataba,oui
HAUT-KATANGA,Likasi,Mission,oui
HAUT-KATANGA,Likasi,Simba,oui
HAUT-KATANGA,Likasi,Six Sapins,oui
HAUT-KATANGA,Likasi,Sncc,oui
HAUT-KATANGA,Mitwaba,Dilenge,oui
HAUT-KATANGA,Mitwaba,Kabambe,oui
HAUT-KATANGA,Mitwaba,Kabanda,oui
HAUT-KATANGA,Mitwaba,Kansimba,oui
HAUT-KATANGA,Mitwaba,Kasungeshi I,oui
HAUT-KATANGA,Mitwaba,Kasungeshi II,oui
HAUT-KATANGA,Mitwaba,Kibula,oui
HAUT-KATANGA,Mitwaba,Kilenge I,oui
HAUT-KATANGA,Mitwaba,Kilenge II,oui
HAUT-KATANGA,Mitwaba,Kintya,oui
HAUT-KATANGA,Mitwaba,Kisele,oui
HAUT-KATANGA,Mitwaba,Konga,oui
HAUT-KATANGA,Mitwaba,Kwiyongo,oui
HAUT-KATANGA,Mitwaba,Lusinga,oui
HAUT-KATANGA,Mitwaba,Mitwaba,oui
HAUT-KATANGA,Mitwaba,Mubidi,oui
HAUT-KATANGA,Mitwaba,Mumbolo,oui
HAUT-KATANGA,Mitwaba,Muombe,oui
HAUT-KATANGA,Mitwaba,Mwema,oui
HAUT-KATANGA,Mitwaba,Tompwe,oui
HAUT-KATANGA,Mufunga Sampwe,Dikulwe,oui
HAUT-KATANGA,Mufunga Sampwe,Kalera,oui
HAUT-KATANGA,Mufunga Sampwe,Kanfwa,oui
HAUT-KATANGA,Mufunga Sampwe,Kapoya,oui
HAUT-KATANGA,Mufunga Sampwe,Kasungami,oui
HAUT-KATANGA,Mufunga Sampwe,Katala,oui
HAUT-KATANGA,Mufunga Sampwe,Kimungu ,oui
HAUT-KATANGA,Mufunga Sampwe,Kipanga,oui
HAUT-KATANGA,Mufunga Sampwe,Kitobo,oui
HAUT-KATANGA,Mufunga Sampwe,Kyubo,oui
HAUT-KATANGA,Mufunga Sampwe,Lwika,oui
HAUT-KATANGA,Mufunga Sampwe,Lwishi,oui
HAUT-KATANGA,Mufunga Sampwe,Mpwaki,oui
HAUT-KATANGA,Mufunga Sampwe,Mufunga ,oui
HAUT-KATANGA,Mufunga Sampwe,Mukana,oui
HAUT-KATANGA,Mufunga Sampwe,Munule,oui
HAUT-KATANGA,Mufunga Sampwe,Mushiza,oui
HAUT-KATANGA,Mufunga Sampwe,Mwalamuna,oui
HAUT-KATANGA,Mufunga Sampwe,Nsangua,oui
HAUT-KATANGA,Mufunga Sampwe,Sumpwa,oui
HAUT-KATANGA,Mufunga Sampwe,Tomombo,oui
HAUT-KATANGA,Mufunga Sampwe,Toyota,oui
HAUT-KATANGA,Panda,Kakontwe,oui
HAUT-KATANGA,Panda,Kamilopa,oui
HAUT-KATANGA,Panda,Kilima,oui
HAUT-KATANGA,Panda,Kimpulande,oui
HAUT-KATANGA,Panda,Kiwele,oui
HAUT-KATANGA,Panda,Mivuka,oui
HAUT-KATANGA,Panda,Muchanga,oui
HAUT-KATANGA,Panda,Nguya,oui
HAUT-KATANGA,Panda,Panda Mayi,oui
HAUT-KATANGA,Kasenga,As-Kaboka,oui
HAUT-KATANGA,Kasenga,Chalwe,oui
HAUT-KATANGA,Kasenga,Chibambo,oui
HAUT-KATANGA,Kasenga,Kabamba Kuku,oui
HAUT-KATANGA,Kasenga,Kabimbi,oui
HAUT-KATANGA,Kasenga,Kabyasha,oui
HAUT-KATANGA,Kasenga,Kashobwe,oui
HAUT-KATANGA,Kasenga,Kasomeno,oui
HAUT-KATANGA,Kasenga,Kinika,oui
HAUT-KATANGA,Kasenga,Kisamamba,oui
HAUT-KATANGA,Kasenga,Lukeka,oui
HAUT-KATANGA,Kasenga,Lupembe,oui
HAUT-KATANGA,Kasenga,Mfuta,oui
HAUT-KATANGA,Kasenga,Mungomba,oui
HAUT-KATANGA,Kasenga,Mwaba,oui
HAUT-KATANGA,Kasenga,Nkambo,oui
HAUT-KATANGA,Kasenga,Nkole,oui
HAUT-KATANGA,Kasenga,Nkuba Kawama,oui
HAUT-KATANGA,Kasenga,Sapwe,oui
HAUT-KATANGA,Lukafu,Kyenge,oui
HAUT-KATANGA,Lukafu,Lubanda,oui
HAUT-KATANGA,Lukafu,Lubuko,oui
HAUT-KATANGA,Lukafu,Lukafu,oui
HAUT-KATANGA,Lukafu,Lutanbula-Lwalaba,oui
HAUT-KATANGA,Lukafu,Malambwe,oui
HAUT-KATANGA,Lukafu,Minga,oui
HAUT-KATANGA,Lukafu,Mukebo,oui
HAUT-KATANGA,Lukafu,Mupanda Mukenge,oui
HAUT-KATANGA,Lukafu,Mwemena,oui
HAUT-KATANGA,Lukafu,Nkonko,oui
HAUT-KATANGA,Kafubu,Adra 31 ,oui
HAUT-KATANGA,Kafubu,Adra 41 ,oui
HAUT-KATANGA,Kafubu,Kafubu,oui
HAUT-KATANGA,Kafubu,Kalunda,oui
HAUT-KATANGA,Kafubu,Kikanda,oui
HAUT-KATANGA,Kafubu,Kikwanda,oui
HAUT-KATANGA,Kafubu,Kiniama,oui
HAUT-KATANGA,Kafubu,Kiwele,oui
HAUT-KATANGA,Kafubu,Mulyashi,oui
HAUT-KATANGA,Kafubu,Sambwa,oui
HAUT-KATANGA,Kafubu,Shindaika,oui
HAUT-KATANGA,Kipushi,Betty,oui
HAUT-KATANGA,Kipushi,Famille,oui
HAUT-KATANGA,Kipushi,Gcm,oui
HAUT-KATANGA,Kipushi,Kawama,oui
HAUT-KATANGA,Kipushi,Kipopo,oui
